PATIENT_NAME,R_PEAK,P_PEAK,T_PEAK,Q_PEAK,S_PEAK
patient012/s0050lre,74952,74662,nan,74874,74983
patient012/s0050lre,75911,75640,nan,75797,75941
patient012/s0050lre,76871,76564,nan,76795,76901
patient012/s0050lre,77829,77494,78267,77720,77857
patient012/s0050lre,78780,78574,nan,78699,78816
patient012/s0050lre,79739,79486,nan,79658,79769
patient012/s0050lre,80697,80491,80901,80610,80726
patient012/s0050lre,81647,81433,nan,81549,81676
patient012/s0050lre,82605,82323,nan,82496,82635
patient012/s0050lre,83564,83356,84003,83496,83595
patient012/s0050lre,84513,84303,nan,84404,84542
patient012/s0050lre,85472,85207,nan,85355,85502
patient012/s0050lre,86425,86184,86809,86331,86456
patient012/s0050lre,87369,87163,nan,87316,87405
patient012/s0050lre,88321,88062,nan,88245,88351
patient012/s0050lre,89272,89062,nan,89198,89301
patient012/s0050lre,90218,89938,90424,90121,90247
patient012/s0050lre,91173,90807,91555,91058,91203
patient012/s0050lre,92126,91917,nan,92054,92154
patient012/s0050lre,93071,92769,nan,93021,93101
patient012/s0050lre,94023,nan,94392,93936,94053
patient012/s0050lre,94968,94762,95167,94913,94997
patient012/s0050lre,95907,nan,96106,95789,95936
patient012/s0050lre,96849,96588,nan,96743,96879
patient012/s0050lre,97764,97452,nan,97704,97795
patient012/s0050lre,98670,98347,nan,98627,98704
patient012/s0050lre,100464,100207,nan,100343,100493
patient012/s0050lre,101381,101106,nan,101298,101411
patient012/s0050lre,102297,102006,nan,102224,102326
patient012/s0050lre,103210,102964,nan,103094,103239
patient012/s0050lre,104142,103779,nan,104061,104172
patient012/s0050lre,105072,104866,nan,104991,105108
patient012/s0050lre,105999,105796,nan,105910,106029
patient012/s0050lre,106941,106576,nan,106847,106971
patient012/s0050lre,107881,107650,nan,107770,107916
patient012/s0050lre,108812,108567,nan,108739,108841
patient012/s0050lre,109754,109498,nan,109650,109785
patient012/s0050lre,110692,110466,111084,110594,110727
patient012/s0050lre,111625,111304,nan,111556,111654
patient012/s0050lre,112574,112300,nan,112462,112604
patient012/s0050lre,113543,113296,113992,113469,113574
patient012/s0050lre,114503,114226,nan,114400,114532
patient220/s0442_re,1289,1039,1602,nan,1460
patient220/s0442_re,2517,2280,2851,2450,2617
patient220/s0442_re,3758,3520,4090,3689,3959
patient220/s0442_re,4719,4477,5044,nan,4922
patient220/s0442_re,6718,6430,7066,6659,6934
patient220/s0442_re,7949,7711,nan,7882,8160
patient220/s0442_re,8984,8722,9307,8912,9179
patient220/s0442_re,10187,9942,10542,10096,10404
patient220/s0442_re,11433,11215,11755,11100,11644
patient220/s0442_re,12663,12387,12993,12586,12850
patient220/s0442_re,13900,13635,14254,13811,14111
patient220/s0442_re,15093,14832,15435,15039,15307
patient220/s0442_re,17214,16977,17527,nan,17413
patient220/s0442_re,18451,18213,18771,18373,18655
patient220/s0442_re,19622,19357,19942,nan,19822
patient220/s0442_re,20827,20578,21157,20750,21027
patient220/s0442_re,21782,21538,22119,21712,22009
patient220/s0442_re,22945,22714,nan,22875,23139
patient220/s0442_re,24084,23866,24396,24005,24282
patient220/s0442_re,25235,24984,nan,24901,25448
patient220/s0442_re,27137,26922,27456,nan,27340
patient220/s0442_re,28338,28069,28674,nan,28549
patient220/s0442_re,29582,29352,29898,nan,29795
patient220/s0442_re,30769,30502,nan,30691,30975
patient220/s0442_re,31973,31725,32311,31897,32181
patient220/s0442_re,33168,32913,33523,32805,33378
patient220/s0442_re,34370,34153,34702,nan,34571
patient220/s0442_re,35508,35257,35833,35226,35716
patient220/s0442_re,36672,36429,36996,36410,36886
patient220/s0442_re,37872,37620,38217,37454,38070
patient220/s0442_re,39083,38811,39396,nan,39278
patient220/s0442_re,40155,39940,40492,39840,40372
patient220/s0442_re,41373,41142,41703,41292,41576
patient220/s0442_re,42419,42187,42736,42323,42633
patient220/s0442_re,44525,44302,44878,nan,44713
patient220/s0442_re,45753,45466,46078,45683,45955
patient220/s0442_re,47011,46761,47329,46690,47214
patient220/s0442_re,48259,48027,nan,48191,48467
patient220/s0442_re,49357,49081,49678,nan,49576
patient220/s0442_re,50581,50362,nan,50504,50781
patient220/s0442_re,51823,51586,52131,51745,52020
patient220/s0442_re,53043,52806,53389,52972,53259
patient220/s0442_re,54304,54051,54616,54226,54504
patient220/s0442_re,55477,55248,55807,55397,55703
patient220/s0442_re,56705,56437,57033,nan,56910
patient220/s0442_re,57935,57652,58282,57849,58143
patient220/s0442_re,59156,58903,59475,nan,59360
patient220/s0442_re,60406,60183,60723,60326,60624
patient220/s0442_re,61656,61413,61983,61586,61862
patient220/s0442_re,62849,62614,63180,nan,63065
patient220/s0442_re,64036,63771,64360,63966,64237
patient220/s0442_re,65272,65035,65617,nan,65489
patient220/s0442_re,66460,66190,66801,66375,66669
patient220/s0442_re,67609,67348,67954,67399,67819
patient220/s0442_re,68848,68602,69192,nan,69048
patient220/s0442_re,70651,70399,70987,70342,70873
patient220/s0442_re,71667,71425,nan,71599,71876
patient220/s0442_re,72924,72696,73251,nan,73141
patient220/s0442_re,74176,73939,74505,74108,74380
patient220/s0442_re,76281,76030,76605,nan,76493
patient220/s0442_re,77301,77053,77625,77233,77530
patient220/s0442_re,78514,78304,78853,78357,78710
patient220/s0442_re,79750,79522,80074,79674,79940
patient220/s0442_re,80911,80641,81234,80841,81114
patient220/s0442_re,82115,81838,82441,82048,82327
patient220/s0442_re,83354,83124,83679,83260,83551
patient220/s0442_re,84534,84306,nan,84278,84752
patient220/s0442_re,85502,85191,85825,85430,85698
patient220/s0442_re,86731,86502,87049,86060,86921
patient220/s0442_re,87810,87565,88126,87734,88009
patient220/s0442_re,89035,88821,89364,88744,89258
patient220/s0442_re,90254,90025,90579,90177,90455
patient220/s0442_re,91471,91236,91816,91311,91666
patient220/s0442_re,92627,92359,92947,nan,92840
patient220/s0442_re,93863,93615,nan,93800,94089
patient220/s0442_re,95033,94795,95365,nan,95247
patient220/s0442_re,96257,96012,96580,96190,96475
patient220/s0442_re,98271,98022,nan,nan,98474
patient220/s0442_re,99556,99294,99895,99487,99761
patient220/s0442_re,100778,100549,101329,100712,100993
patient220/s0442_re,101864,101596,102199,101248,102067
patient220/s0442_re,102907,102682,103218,102718,103106
patient220/s0442_re,104087,103851,104433,104017,104300
patient220/s0442_re,105112,104863,105426,105034,105312
patient220/s0442_re,106307,106092,106632,106239,106517
patient220/s0442_re,107446,107205,107772,107377,107651
patient220/s0442_re,108788,108496,109102,108717,109002
patient220/s0442_re,110010,109738,110332,109943,110234
patient220/s0442_re,111193,110943,111510,111087,111401
patient220/s0442_re,112374,112137,112708,112294,112578
patient220/s0442_re,113342,113119,113665,112932,113530
patient220/s0442_re,114519,114283,nan,114344,114732
patient220/s0442_re,115706,115446,116050,nan,115923
patient220/s0442_re,116787,116541,117106,116566,116979
patient220/s0442_re,117981,117739,118321,117909,118195
patient220/s0442_re,119215,118957,119526,nan,119422
patient024/s0084lre,1218,990,1476,1191,1245
patient024/s0084lre,2165,1930,2422,2137,2192
patient024/s0084lre,3104,2884,3361,3076,3131
patient024/s0084lre,4047,3831,4305,4020,4074
patient024/s0084lre,4989,4764,5247,4962,5017
patient024/s0084lre,5936,5689,6195,5908,5963
patient024/s0084lre,6885,6601,7143,6858,6912
patient024/s0084lre,7837,7624,8094,7810,7864
patient024/s0084lre,8788,8545,9046,8761,8815
patient024/s0084lre,9743,9486,10000,9716,9770
patient024/s0084lre,10694,10455,10950,10666,10720
patient024/s0084lre,11634,11410,11893,11607,11661
patient024/s0084lre,12589,12370,12847,12563,12615
patient024/s0084lre,13533,13266,13791,13505,13560
patient024/s0084lre,14474,14242,14733,14447,14501
patient024/s0084lre,15414,15169,15672,15388,15441
patient024/s0084lre,16350,16071,16608,16323,16377
patient024/s0084lre,17281,17040,17538,17254,17308
patient024/s0084lre,18218,17988,18477,18191,18246
patient024/s0084lre,19150,18931,19408,19123,19177
patient024/s0084lre,20078,19845,20337,20051,20106
patient024/s0084lre,21018,20812,21277,20991,21046
patient024/s0084lre,21953,21699,22209,21926,21981
patient024/s0084lre,22886,22648,23145,22859,22914
patient024/s0084lre,23825,23590,24082,23798,23852
patient024/s0084lre,24756,24543,25012,24729,24783
patient024/s0084lre,25690,25437,25947,25663,25717
patient024/s0084lre,26623,26398,26880,26596,26650
patient024/s0084lre,27560,27334,27817,27534,27588
patient024/s0084lre,28501,28266,28758,28474,28528
patient024/s0084lre,29465,29241,29722,29438,29492
patient024/s0084lre,30423,30193,30679,30396,30450
patient024/s0084lre,31370,31138,31629,31343,31397
patient024/s0084lre,32322,32070,32581,32295,32349
patient024/s0084lre,33261,33049,33520,33234,33288
patient024/s0084lre,34196,33940,34455,34169,34223
patient024/s0084lre,35133,34902,35392,35107,35160
patient024/s0084lre,36060,35857,36318,36033,36088
patient024/s0084lre,36992,36765,37249,36966,37020
patient024/s0084lre,37932,37696,38190,37906,37960
patient024/s0084lre,38865,38656,39123,38838,38893
patient024/s0084lre,39794,39556,40053,39767,39822
patient024/s0084lre,40731,40509,40989,40705,40759
patient024/s0084lre,41670,41407,41928,41643,41697
patient024/s0084lre,42606,42369,42864,42579,42633
patient024/s0084lre,43549,43305,43806,43522,43576
patient024/s0084lre,44485,44250,44743,44458,44512
patient024/s0084lre,45416,45196,45673,45389,45444
patient024/s0084lre,46354,46114,46612,46327,46382
patient024/s0084lre,47306,47077,47565,47279,47334
patient024/s0084lre,48242,48001,48498,48215,48269
patient024/s0084lre,49187,48967,49444,49159,49214
patient024/s0084lre,50130,49885,50389,50103,50158
patient024/s0084lre,51062,50796,51321,51035,51090
patient024/s0084lre,51997,51765,52255,51970,52025
patient024/s0084lre,52927,52590,53185,52900,52954
patient024/s0084lre,53861,53653,54118,53834,53888
patient024/s0084lre,54798,54504,55057,54771,54826
patient024/s0084lre,55734,55524,55992,55708,55762
patient024/s0084lre,56672,56452,56929,56645,56699
patient024/s0084lre,57618,57373,57876,57592,57646
patient024/s0084lre,58579,58371,58839,58553,58607
patient024/s0084lre,59543,59326,59800,59516,59571
patient024/s0084lre,60494,60256,60754,60467,60521
patient024/s0084lre,61450,61212,61708,61423,61478
patient024/s0084lre,62393,62151,62649,62364,62420
patient024/s0084lre,63330,63115,63588,63303,63358
patient024/s0084lre,64267,64047,64525,64240,64295
patient024/s0084lre,65199,64929,65457,65171,65226
patient024/s0084lre,66140,65895,66397,66112,66167
patient024/s0084lre,67091,66859,67350,67064,67119
patient024/s0084lre,68046,67806,68304,68019,68074
patient024/s0084lre,68995,68788,69253,68968,69023
patient024/s0084lre,69958,69700,70216,69932,69986
patient024/s0084lre,70911,70684,71167,70883,70938
patient024/s0084lre,71862,71629,72120,71835,71889
patient024/s0084lre,72815,72591,73074,72788,72842
patient024/s0084lre,73756,73528,74016,73731,73784
patient024/s0084lre,74699,74458,74958,74671,74726
patient024/s0084lre,75650,75444,75907,75623,75677
patient024/s0084lre,76598,76330,76858,76572,76626
patient024/s0084lre,77548,77305,77806,77520,77575
patient024/s0084lre,78511,78300,78772,78484,78538
patient024/s0084lre,79474,79258,79734,79447,79502
patient024/s0084lre,80437,80191,80695,80410,80466
patient024/s0084lre,81407,81196,81666,81378,81434
patient024/s0084lre,82372,82125,82633,82345,82400
patient024/s0084lre,83336,83079,83595,83309,83363
patient024/s0084lre,84293,84061,84552,84266,84321
patient024/s0084lre,85258,85038,85516,85231,85285
patient024/s0084lre,86223,85993,86481,86196,86250
patient024/s0084lre,87176,86917,87433,87149,87203
patient024/s0084lre,88130,87900,88390,88104,88157
patient024/s0084lre,89093,88884,89352,89066,89120
patient024/s0084lre,90058,89815,90316,90030,90085
patient024/s0084lre,91015,90796,91273,90988,91043
patient024/s0084lre,91986,91740,92247,91959,92013
patient024/s0084lre,92950,92703,93208,92924,92978
patient024/s0084lre,93901,93688,94158,93873,93928
patient024/s0084lre,94858,94639,95119,94827,94886
patient024/s0084lre,95810,95559,96069,95782,95837
patient024/s0084lre,96767,96523,97024,96737,96794
patient024/s0084lre,97710,97495,97968,97682,97737
patient024/s0084lre,98658,98445,98919,98631,98685
patient024/s0084lre,99601,99372,99859,99573,99628
patient024/s0084lre,100547,100294,100806,100520,100573
patient024/s0084lre,101500,101251,101760,101473,101528
patient024/s0084lre,102457,102216,102717,102430,102483
patient024/s0084lre,103408,103168,103665,103381,103435
patient024/s0084lre,104376,104145,104634,104349,104403
patient024/s0084lre,105329,105051,105586,105302,105357
patient024/s0084lre,106269,106051,106528,106239,106296
patient024/s0084lre,107214,106990,107472,107186,107240
patient024/s0084lre,108159,107928,108420,108132,108187
patient024/s0084lre,109101,108877,109357,109073,109128
patient024/s0084lre,110044,109830,110304,110017,110070
patient024/s0084lre,110986,110772,111246,110958,111013
patient024/s0084lre,111918,111670,112176,111890,111945
patient024/s0084lre,112853,112632,113113,112826,112880
patient024/s0084lre,113784,113538,114042,113757,113812
patient024/s0084lre,114728,114504,114988,114700,114756
patient024/s0094lre,948,466,1197,888,980
patient024/s0094lre,2430,1941,2679,2399,2463
patient024/s0094lre,3950,3438,4201,3915,3983
patient024/s0094lre,5514,4983,5766,5480,5547
patient024/s0094lre,7118,6570,7372,7069,7151
patient024/s0094lre,8719,8175,8971,8653,8753
patient024/s0094lre,10314,9774,10570,10271,10347
patient024/s0094lre,11875,11353,12129,11844,11910
patient024/s0094lre,13416,12900,13668,13373,13448
patient024/s0094lre,14952,14437,15204,14920,14985
patient024/s0094lre,16500,15975,16752,16469,16533
patient024/s0094lre,18062,17535,18315,18030,18094
patient024/s0094lre,19636,19105,19888,19603,19670
patient024/s0094lre,21215,20682,21469,21150,21247
patient024/s0094lre,22802,22263,23050,22767,22834
patient024/s0094lre,24385,23848,24637,24326,24416
patient024/s0094lre,25290,25056,25845,25211,25759
patient024/s0094lre,26763,26229,27013,26717,26793
patient024/s0094lre,28331,27804,28585,28273,28363
patient024/s0094lre,29896,29374,30145,29855,29930
patient024/s0094lre,31442,30924,31695,31404,31474
patient024/s0094lre,32984,32467,33234,32939,33017
patient024/s0094lre,34519,34003,34773,34487,34550
patient024/s0094lre,36056,35539,36307,36018,36089
patient024/s0094lre,37574,37068,37827,37543,37606
patient024/s0094lre,39086,38587,39339,39045,39121
patient024/s0094lre,40599,40096,40852,40550,40629
patient024/s0094lre,42121,41616,42375,42079,42155
patient024/s0094lre,43648,43140,43903,43617,43681
patient024/s0094lre,45172,44665,45424,45142,45204
patient024/s0094lre,46688,46188,46936,46655,46722
patient024/s0094lre,48203,47697,48456,48161,48235
patient024/s0094lre,49732,49222,49987,49701,49767
patient024/s0094lre,51280,50758,51535,51226,51312
patient024/s0094lre,52848,52320,53103,52834,52881
patient024/s0094lre,54409,53883,54664,54379,54443
patient024/s0094lre,55980,55453,56235,55949,56013
patient024/s0094lre,57558,57025,57808,57543,57589
patient024/s0094lre,59141,58602,59397,59097,59173
patient024/s0094lre,60725,60193,60976,60710,60758
patient024/s0094lre,62295,61764,62551,62264,62328
patient024/s0094lre,63845,63327,64099,63832,63880
patient024/s0094lre,65396,64878,65650,65365,65431
patient024/s0094lre,66946,66421,67200,66906,66978
patient024/s0094lre,68505,67984,68758,68492,68537
patient024/s0094lre,70052,69534,70305,70019,70083
patient024/s0094lre,71594,71083,71847,71561,71625
patient024/s0094lre,73122,72615,73374,73087,73153
patient024/s0094lre,75409,74901,75660,75394,75422
patient024/s0094lre,76924,76420,77178,76893,76956
patient024/s0094lre,78450,77941,78703,78418,78482
patient024/s0094lre,79947,79455,80196,79914,79980
patient024/s0094lre,81430,80941,81684,81399,81462
patient024/s0094lre,82903,82422,83155,82890,82935
patient024/s0094lre,84396,83898,84649,84342,84429
patient024/s0094lre,85908,85405,86163,85877,85940
patient024/s0094lre,87439,86926,87693,87425,87473
patient024/s0094lre,88984,88464,89238,88953,89018
patient024/s0094lre,90528,90012,90781,90515,90562
patient024/s0094lre,92061,91549,92316,92031,92093
patient024/s0094lre,93591,93085,93844,93559,93623
patient024/s0094lre,95106,94605,95358,95073,95138
patient024/s0094lre,96624,96117,96877,96593,96656
patient024/s0094lre,98143,97639,98397,98130,98177
patient024/s0094lre,99661,99157,99913,99609,99693
patient024/s0094lre,101186,100677,101440,101154,101217
patient024/s0094lre,102691,102193,102942,102642,102726
patient024/s0094lre,104215,103716,104469,104185,104246
patient024/s0094lre,105724,105231,105973,105690,105757
patient024/s0094lre,107214,106720,107467,107179,107246
patient024/s0094lre,108713,108214,108964,108700,108745
patient024/s0094lre,110222,109722,110476,110190,110254
patient024/s0094lre,111729,111237,111984,111696,111761
patient024/s0094lre,113225,112734,113475,113210,113260
patient024/s0094lre,114722,114223,114976,114691,114754
patient024/s0086lre,1681,1366,1944,1650,1717
patient024/s0086lre,3441,3180,3703,3413,3479
patient024/s0086lre,5212,5001,5473,5181,5248
patient024/s0086lre,6969,6738,7231,6939,7004
patient024/s0086lre,8758,8551,9021,8729,8793
patient024/s0086lre,10546,10267,10809,10515,10584
patient024/s0086lre,12334,12120,12597,12305,12369
patient024/s0086lre,14120,13893,14380,14089,14155
patient024/s0086lre,15923,15663,16183,15890,15959
patient024/s0086lre,17706,17458,17968,17676,17745
